sentence,emotion
i make up on the spot when im feeling needy,sad
i feel knoxs pain and discontent of trying so hard to reach out only to be pushed away,sad
i feel like this way i would be less bothered,anger
im just feeling bitchy at the moment so please bare with me,anger
i left feeling triumphant that i had taken the challenge on and saved money,joy
i received a message from a reader that said i want to feel loyal to my aging mother but don t,love
i feel more reassured that not everyone of my generation is a cynic,joy
i do feel like if you have been supporting me with your prayers and you care enough to try to keep track of me it s safe to say you deserve an update,love
i feel so vigorous and refreshed everyday,joy
i feel like i should be all disgusted so i go don t you have stockholders to answer to,anger
i feel so proud of myself that i made it through,joy
i feel accepted i feel important i feel alive i feel worthy i feel happy,love
i still feel shocked and angry and ultimately heartbroken,suprise
i feel quite virtuous,joy
i also told them that there are times when i actually feel heartbroken like theres this something heavy inside me and i kinda want to listen to slow sad songs stare at nothing look back on sad moments,sad
i learned the depth of love sadness joy and the feeling of our soul longing for purpose,love
i hope reader that while you remain in my humble abode you feel free to give me your opinions share your thoughts and make suggestions as to books that i should try,joy
ive been feeling pretty strong and just love my training now that i quit the bodybuilding split thing,joy
i am feeling rather romantic this year an,love
i would confront them even if the comment was not made directly towards me because everyone has feelings and just because the person may seem reluctant to speak up about it does not make it okay for someone else to make disgusting racist or homophobic remarks,fear
ive never met anybody who i could just vibe with feel super comfortable with and vent express personal things with,joy
i readers are some of you feeling sleep deprived this week like me,sad
i think it s the good kind of jealousy that i m feeling that people can declare that they are joining this fantastic community at the church,joy
i started to do a couple of awesome weight losing laps around the soccer field and i just started feeling playful i guess,joy
i was feeling afraid i was having second thoughts,fear
i told jonny that i wont feel rejected until that number shows a at the end at which point i will lay beatrice dead to the world but keep her close to my heart,sad
i keep wondering why i can t feel more fearless why i can t let go even just a little,joy
i say to myself here as i feel myself being distracted by the noise of the world again husband every atom of time,anger
i wanna know why sartre thinks lovers feel they must need to seclude themselves but i was never even suspicious he wrote stuff earlier that led to this conclusion,fear
ive been having similar dreams without the preceding feelings of paranoia in which people try more violent means to kill me than before either my imagination has grown or ive just seen that many more violent sadistic movies since th grade,anger
i feel terrified out of my mind,fear
i left feeling bitter and unhappy when my cousins have achieved so much because compared key word here is compared to them im not as smart in some areas,anger
i feel fabulous in would be willing to buy at full price and have at least items in my closet it can be paired with,joy
i can t help it that i d feel bitter or bad about myself,anger
i started to feel angry at her lack of submission,anger
i feel these areas are a benefit to the over all training of the submissive,sad
i recently found myself feeling so angry and upset about how my life is now at the age of in terms of how i feel compared to years ago,anger
i thought of is the feeling of being bad,sad
i did feel it was suspicious that he had a job secured at least a week before he made the announcement to us,fear
i feel low in love,sad
i simply feel tragic because i feel so very very alone,sad
i cant even wear it down really because i feels so damaged,sad
i feel just like jason bourne without all the stress strange flashbacks and being constantly pursued by secret government agencies and people who want to potentially kill me while my back is turned,fear
i have a hobby that i feel passionate about and stick with it,joy
i feel today he is loyal,love
im getting old and im feeling stressed,sad
i do feel very assured that i wouldnt be alone,joy
i fear she might get minipulated alot and after a few years either she may outgrow me or turn ouround and say i feel emotionally abused and controlled like my mother did,sad
i feel towards you in the most sincere way times new roman can look,joy
i feel so unwelcome in the hse by my dad,sad
im the customer i wont feel welcomed but intimidated,joy
i am feeling confident that maximilien will have a stellar grande section year,joy
i did not so much i feel exhausted so much every day,sad
i started on the th and i already feel constrainted by my lack of delicious options,joy
i use this mostly at home and on the go but more and more i feel like the superior hardware of the device would be better if i used bootcamp to run windows on it,joy
im sorry if someone feels disturbed,sad
i feel like crap so hey maybe some sleep will help doubtful but its worth the chance,fear
i am so grateful and sometimes i feel just really lucky to have such an awesome father for my children,joy
i have been baking from the cupboards for over a month now i am feeling quite impressed with myself and also a little ashamed as how could i have built up such an enormous stash of things,suprise
i feel acceptable now instead of kick a baby annoyed,joy
i feel ashamed for not writing for such a long time,sad
i feel the sorrowful pull of my deprivation,sad
i want her to feel humiliated and guilty,sad
i know i can offer it whenever hes feeling cranky and it will cheer him up right away,anger
i need to at least feel like im important to him,joy
i feel like the angry friend,anger
i am feeling so rotten i can hardly think straight,sad
ive not had time to start my next ogre battle stage yet and im feeling especially un clever having a cold as i dol today seemed like a good time to remind you that i am still part of the a href http www,joy
i was planning to do some motocross pictures but i am feeling really emotional lately about courtney,sad
i am slowly achieving my goals and it feels amazing,joy
i always feel an undercurrent of melancholy flowing through the happiest day of this girls life,sad
i really like it i feel so vain oh well lol this feels like one big comment sorry i just hope you like this too thanks,sad
i am feeling so blessed even through all my sickness and i want to share my good fortune with one of you,joy
im also feeling bouncy because gina is going to paris i think umtil thursday so a bit of piece and quiet for a few days also one of my best friends is staying over on wednesday and were going to have a major buffy fest because she hasnt seen alot of it and i ahve the forst five series,joy
i can t put my finger on but feel a strange familiarity,suprise
i was feeling a bit dull for an hour or so but picking up an old childhood favourite has revived me well that and some chocolate,sad
im feeling talented later on ill post some artwork to be admired made fun of,joy
i woke feeling very hot with pain in my lungs and a horrible headache,love
i still get the two confused if im not feeling creative,joy
i feel selfish for thinking this,anger
i always feel like he s trying to show me how clever he is,joy
id feel terrific if i had a dollar for every time i said to my sons say thank you,joy
i just feel so shaken so obnoxiously fragile,fear
i am more moody and feel more stressed,anger
i feel you know basically like a fake in the realm of science fiction,sad
i was wearing this outfit on a coffee date to meet my friend and fashion soulmate ellen a couple of weeks ago and was feeling pretty cruddy and rundown,joy
i feel that the fact that there are intelligent americans are sometimes overlooked by the rest of the world,joy
i might feel ok when i get up but after doing a few things around the house im so tired i have to lie down for a few hours,joy
i can feel a lot of sadness and grief now when i think of how pleasant the past few years have been which makes it so hard to deal with the current situation,joy
i dont have a favorite color gummy bear but now i feel lame for not having one,sad
i now feel re invigorated and should move forward with the tribe once more,joy
im just feeling irritable and i thought id mention it to you,anger
i wish this because i feel that people that i want to impress would perhaps be more impressed with me if i were a boy,suprise
i know is that afterward i feel a hell of a lot more mellow amp relaxed merely by laughing and the stress of being down in the dumps just melts away,joy
i could touch them even but still feel like its fake somehow,sad
i feel safe with berry,joy
i am at well making animations p thatll be fun rolls eyes but yeah i feel so listless at school,sad
i feel very burdened and pressured,sad
i am feeling a little better my sleep is still a bit eratic and my skin is still all over the place but as one person said day i should start to feel better,joy
i feel successful even though i have definitely had some rough weeks in there i gained pounds one week from one meal,joy
im going to be after the birth of this baby feels shaky,fear
i shall long for the day when i can look in the mirror and think so what if my tummy is sticking out a little bit and instead see the inner me and feel proud of what i have achieved and how far i have come along the recovery road,joy
i would be selfish to feel so unhappy,sad
i admit that i have wasted a significant portion of my life feeling jealous of beautiful women of my perfectly photogenic sister of my fashion model high school best friend of the carelessly pretty popular girls and my collection of gorgeous girlfriends,anger
i clocked out of work tuesday afternoon early and feeling pretty lousy my day you read that correctly weekend began,sad
im really sleepy today just woke up feeling like snuggling all day but since my snuggle buddy is at work and i cant snuggle until later im trying to make my day productive,joy
i took this opportunity to experiment with some lighter makeup products that i wouldve been afraid to use previously and have come up with a natural makeup look that i can slap on quickly and still feel confident about my skin,joy
i also feel a strange sense of guilt about all the people who arent similarly situated to move to a different neighborhood,fear
i was feeling adventurous also a little hungry,joy
i could be wrong but i feel that skeptical arguments from within or from the edges of faith encourage more critical thinking among believers than dogmatic grenades lobbed from deep within atheist land,fear
i was feeling all these strong emotions all at once that i was just there crying silently,joy
i was reacquainted to it again to the unfeeling hardness of it being punished for not reaching a goal,sad
i am thinking about death,fear
i hate feeling so fucked up and i dont know how to describe how i am currently feeling,anger
i feel the need to be the perfect host,joy
i imagine myself feeling personally offended looking at a post surgery normal eared carter,anger
i collapse to the ground and as i wait for the reapers caress i feel another violent impact this time across my face,anger
i cant even always afford things like organic produce and then i feel awful about feeding my kiddo something that might be full of pesticides,sad
i decided to join because uhm i feel like loving it he giggled,love
im one week in and feeling positive about all the good that will come from this,joy
im feeling rather disheartened today,sad
i would actually feel jaded,sad
i feel relaxed refreshed and excited after spending time away with my beautiful sisters,joy
im feeling kinda festive,joy
i believe that communication has been my saving grace unless i am engaged with someone who does not feel the practice of talking things through is useful whenever that s the case i retreat because i know what i am capable of saying and doing out of self defense,joy
i feel passionate about not letting scrooges ruin my extended weekend with what i feel is un necessary negativity,love
i can t feel hunger i can t feel my aching neck which hurts more often then not and in a sense i don t exist,sad
ive almost forgotten how to feel anything devoted to sex has dried up in my body,love
i hell being in a horrible unloving relationship for a good chunk of that time and worst of all feeling my voice deteriorate i am amazed i didn t just give up,suprise
i sit here in my new house after moving across country leaving the military life behind and beginning a new chapter i was feeling quite nostalgic and homesick,love
i only casually mentioned what i desired what i thought would make me feel more submissive,sad
i feel like they are my most hated rivals but later joined forces and became better allies,sad
i always feel rushed on the way to visit,anger
i just cant make proper conversation and feel annoyed by little things,anger
i was emotional on the phone when i spoke to hubby and i still feel weepy as i write this,sad
im feeling apprehensive about certain things now,fear
i have written i certainly do not feel or look like a submissive except knowing that i would never speak this way directly to master,sad
im starting to feel mellow,joy
i feel ecstatic for no reason and enjoy every second of life,joy
i know you will because you re a kind person it s about my feeling for you that it had been longing for so long in my heart,love
i had a feeling id stay here and im glad i am,joy
i feel like i should be supportive because she is a woman in a high ranking federal office but i despise her,love
i feel so delighted and content i m a pretty antisocial dude just want to be left alone type but after listening to this i actually want to connect with people now,joy
i feel honored to have had to opportunity by far humbled by the course and grateful for the accomplishment,joy
i keep feeling like the source problem is caring about what people think of you,love
i feel gypped as if my money went to supporting a cult or something,love
i feel rejuvenate and peaceful closer to what life should be simple soft and human,joy
im feeling terrible but rather awake now,sad
im already starting to feel no energy for activities other than housework so that makes me nervous,fear
i do love u alot u bought me away from lies and hurt u let me know what is happiness and how it feel to be loved dear thanks for the effort to give me the best,love
i am feeling excited today i cant be happier,joy
i still have such a hard time writing my work down and when i do i feel its not perfect,joy
i have learned a lot during the course of all this in large part about clothes i will actually wear and love as opposed to clothes i feel i should salvage and make fabulous but will never actually you know put on my body,joy
i know kellie sometimes could feel a little confused by what was going on with oliver but to be honest i didn t see the issue,fear
i just said thats me my opinion and how i feel and if you want to continue supporting them go for it thats your right too,love
i don t know the answers to such questions but considering the state of mind i m in right now and the hurt i m feeling from the past nights events i m a little skeptical,fear
i was feeling very smug with myself and mentally rechecking the list when i was about minutes from home only to spot a glaring omission,joy
i get a director that wants to connect with me and hear my truth i feel valued in terms of the work i do and consequently i m able to do my best,joy
i believe in even if its simply changing my facebook avatar that makes me feel passionate and involved,joy
i feel like they did ann dirty with this one,sad
i feel stunned in bliss when i chant with deep concentration,suprise
i often feel unprotected because my father is gone and even though he was an old man who realistically couldn t protect me from everything it was comforting to feel like he was watching out for me,sad
i have just returned from cycling km with a friend in the surrounding scenic country side in such lovely sunshine and i feel fab,joy
i think the turning point for me was when i started to lose sleep and started feeling stressed about wanting to do the right thing and not letting others down worrying about failing worrying about stepping out of my comfort zone or thinking i somehow wasn t as good as other people,anger
i thought i would be able to get so much done in my time at home before trials but i am still feeling overwhelmed,fear
when i was young i got lost on the street and the police found me after a day,fear
ive completed adverbs on duolingo although i still feel a little shaky on them,fear
i not a future nstory to be told nwhen telling would ya nbegin to feel cold,anger
i didnt feel hesitant about doing it,fear
i am asked to find one word to describe my feeling lately it should be lucky,joy
i have been holding off posting the review for this club no i haven t held back my feelings in the fact that i wasn t keen on the club and for me the nike sasquatch sumo squared driver was just well not right for my game,joy
i know it seems strange writing to you after all this time and i honestly feel appalled at my behavior as a mother,anger
i paid the last time we went to lunch and we take turns plus as i said shes treating me for my birthday so i didnt want to over spend i feel like thats rude,anger
i dozed off on my bed and i started to feel so tender and relaxed that i started feeling scared,love
i feel like i ve been distracted all day or i ve been dealing more with fiddly necessities than actual creative work then i ll feel like the day s been wasted,anger
i liked participating and if anything it made me feel like i was supporting a needed cause and made me feel more inspired to become more devout and get to the masjid,joy
i feel like tour managers have a reputation for looking pissed off,anger
i ever expected was to feel personally offended by an anti santor,anger
i grieved the losses this town and our nieghbourhoods had suffered i didnt feel strong,joy
i smoked one yesterday yet i did not feel anything remotely remorseful,sad
i had to do a transition at speed i tried and sucked at it and ended up feeling like that special kid in school,joy
i do feel that repressed memories are valid,sad
i gave my mom a gift she wanted for years i raflected her joy,joy
i hope they feel that their babies are valued and treasured,joy
i wish he d leave me alone but the more i try to stay away the harder he tries to be nice and the guiltier i feel i wish i could stop him from being so bitter so he d be more natural and i wouldn t have to feel guilty about how creepy he is to be around,anger
i feel very uncomfortable with lots of people around me,fear
i feel like her playful style would match up perfectly with dawns acerbic yet bubbly ways,joy
i am planning to keep this blog updated as much as possible without feeling too pressured,fear
i am going to finish the course anyway because i feel that it would be foolish to quit now and waste all that time and money,sad
i stop myself from feeling restless,fear
i feel that inside i need to keep working no matter how frustrated i can get or uncertain how to continue,anger
i was feeling a little delicate today and if anyone questioned me i am almost sure i would have kicked them in the shin,love
i was skeptical yet the first few sips had me feeling very buzzy invigorated even floaty and a bit giggly,joy
i feel i am losing precious time if im not imagining me with him not imagining me touching him and caressing his skin in even the most innocent ways more lovingly than anyone will,joy
i need to tell someone how i feel you are gorgeous,joy
i looked through all these things looked at old photos and re read old fanzines i started to feel incredibly nostalgic and i normally dislike nostalgia,love
i feel like im not caring about anything,love
i feel safe over there,joy
i am excited anxious nervous and sometimes feeling a bit impatient but i remind myself that when im barely able to focus on the hook of my nursing bra at in the morning due to exhaustion i will recall these days that i can sleep in with fondness,anger
i tried to feel less devastated,sad
i feel the need to post the letter of the year as determined by the yoruba cultural association for the year,joy
i feel more determined to make this one the most efficient job ill ever do just to prove tat i can handle it n im not stupid,joy
i become uninteresting when did my feelings become unimportant what did i say or do,sad
i feel but i think that being vulnerable once in awhile isn t such a bad thing so i thought i d share with you today,fear
i feel like a vile waiting to be filled as augustine put it,anger
im feeling wimpy and needy and am cryin all wrapped up in a quilt im pmsing too yeeeah,fear
i generally don t like to finish people s sentences or when i do i am timid about it because i feel like i m being rude but today i did it confidently as if to validate what they were saying,anger
i was really worried that i would feel intimidated by monica but when we met that morning she was incredibly welcoming and made me feel relaxed straight away,fear
im personally happy grateful and embracing each moment but i feel that my patriotism is being abused,sad
i have great people around me but even so when it s just me alone in the dead of night and less than positive thoughts go through my head loser failure good for nothing parent i start to feel incredibly unsure of my mothering abilities,fear
i just had a gut feeling and i accepted it,love
i feel so happy because this man said jiu jitsu doesnt work,joy
i really feel like smug baby is ready as she hates being wet or dirty and at the same time really hates having the diaper changed,joy
i feel like a past successful donor has proven that their eggs work they probably know how to administer the drugs and the process and they probably dont have any attachment to the eggs,joy
i am feeling very generous so i ll answer it even without destroying halo,love
i feel angry with him for criticizing me in front of our friends at the party last night,anger
i get the feeling that everyone is keen for more but weirdly enough it s joggy who says nah let s see about some food yeah,joy
i feel like i fucked up royally,anger
i am just happy the core course is not at the end of the week because then i would feel stupid and small and whatnot all weekend,sad
i feel either discomfort or dull pain,sad
i feel so helpless when you get that way because i just want to help you but i dont know how,fear
i weigh more than pounds and im not feeling the most festive right now,joy
i dont know about you i feel this is how i start most of my blog posts but life works in wonderful yet mysterious ways,joy
i feel like i have been lightly beaten with a ham and left to steep in an outhouse,sad
i feel miserable as a human being,sad
i would feel somewhat apprehensive its true but no more than id feel if i saw a group of young white men approaching,fear
i can cry it out put on my wig and then feel fabulous,joy
i have a feeling re introducing terraces might be part of it but coming from the post hillsborough generation means i am less appreciative of the problems which standing areas can cause,joy
i probably made him feel like a bad person and a bad future husband,sad
i feel a little brave,joy
i really feel her family organised a fab homely party with good food drinks and astmostphere,joy
i am very fascinated by it and don t feel so uptight by the many challenges life has because of it,fear
i gave her a gift of a piece of art done by fibre artist pat findlay haha she was genuinely thrilled patty and thank you for allowing me the opportunity to show off your work it make me feel so proud,joy
i have stretched myself to the limit of what i want to do in alternate day fasting while also being pretty busy if it wasn t wavering into too hard territory i wouldn t be feeling pissed off that i deserved a particular result which i didn t get,anger
i feel shaky i have a hard heavy rock like feeling at the base of my stomach my heart races i get a tight chest and i feel dizzy and disorientated,fear
i see and her hair is one spider web mess and her body is rail thin and her dress looks as old and worn and dusty and tattered as i feel she turns looks startled eyes me warily and puts her hands to her mouth,fear
i and how much better it is than uni and i am sat there planning on going to uni having to listen to it all and feeling worthless,sad
i have to be honest i am feeling really precious about it already im not sure ill be ready,joy
i just feel dissatisfied and cranky right now,anger
i polices social service branch responsible to make every human in the city feel safe has been on a rampage,joy
i can do now is face them embarrased letting them know that all along they were right feeling regretful because i sometimes think that ive betrayed them for my bad decision and yet they still supported me through the years,sad
i could of sworn i was feeling movement like muscle twinges and then some little explosions but now i am thinking its gas as have not felt anything since and am now petrified,fear
i feel a special pleasure wandering between the stands in the flea market trying to hunt a wonderful little big treasure,joy
i am feeling much more positive my mind feels clearer and apart from this dreary weather i have an inkling that this will be a good week,joy
i enjoy in finland i feel safe dealing with people in finland and i dont have to be super excessively suspicious with everyone,joy
i think people really feel an affinity for the gentle arts its a chance to slow down and relax a bit,love
i feel gracious what about you,love
i feel drained and depressed,sad
i can be myself around him and he made me feel special somehow and one day ill know im going to miss him macam gila nanti,joy
i have a feeling that it will be delicious,joy
i have been stressed for so long feeling soooo helpless and wondering how i will survive this crap called co parenting,sad
i feel the gentle hands of providence have found me finally almost willingly mold able,love
i haven t it feels weird to jump in and post certain topics,fear
i am the epitome of a person who knows nothing and quietly feels like an inadequate piece of shit,sad
i feel kind of perverse and dirty suddenly like im some sort of molester or something,sad
i have a hunch that we have been lifted in prayers as i feel a divine quality to the comfort experienced,joy
i by comparison am only in my thirties i can t stand mice pies and i am most certainly not feeling at all jolly at the moment,joy
i was the chosen tool and in a sense that feels even better,joy
i was feeling a little frantic as the emails started coming because i wanted to try to reply right away i think putter decided that i needed to take a deep breath and relax so he plopped down on my sale sheets and tried to take a nap,fear
i love the us with all my heart and feel very devoted to my country but honestly if i had a way to make a land friendly living in the scottish countryside and be able to choose decent health care options i would jump at the chance,love
i feel damaged and talked to mum about it and she agreed how things would never be the same and that made me think ok then they will be different,sad
i don t feel pressured,fear
im trying to feel more positive than i did last time we travelled this road but man its hard to remember to be positive day in day out when every morning im getting told big fat negative,joy
i am feeding it better i challenge my brain to keep it active but my muscles and bones feel ignored,sad
i feel to have such a supportive male figure in my life especially as i d just read a href http www,love
i ought to feel determined,joy
i feel irritated with my kids,anger
i feel amused an amazed,joy
ive never had a great time when i visit and leave feeling glad to be going home,joy
i was feeling discouraged and exhausted,sad
i dont know about you but i wake up some days feeling worthless,sad
i realize i have so much to be thankful for and i feel ungrateful when i focus on the negative,sad
i only did and i was feeling it for sure,joy
i have been feeling quite productive the last few weeks and now i have a new shiny quilt to show you,joy
i feel so rich to know such loving humble honest people,joy
i feel super happy when i see other people going off for a holiday,joy
i feel safe that i m not overstepping and oversharing,joy
i feel rather tortured throughout the whole show,fear
i watch you with your brother and sister and feel the love you have for them it makes me envious,anger
im home which i miss enough that if im feeling particularly emo and listen to songs about the ocean i get weepy,sad
i have a small staff so it s not a financial hardship but i have only been here a year and i feel like i don t know my employees well enough to get them something personal,joy
i feel so honoured wearing those things and always have granny in my mind,joy
im feeling greedy for right now,anger
i am listening to punk rock and it is starting to make me feel violent like elbowing somebody in the face,anger
im still feeling pretty skeptical,fear
i feel oh so very blessed,joy
i feel like saying these feelings my feelings does would just make people shy away more because nobody wants to be your friend when youre down,fear
i feel virtuous all day,joy
i feel like i am back at school and i am being the naughty child,love
i feel so peaceful about is that the lord has completely healed my heart in birthing my own child,joy
i feel so honored that my new blog is being noticed,joy
ive always been passionate about but it also allows me to be creative express my feelings and meet amazing new people,joy
i admire her for that i couldnt help but feel jealous,anger
i am aware that a handful of these pleading people are in serious need of aid and food i feel almost bitter and irritated seeing many sitting on a curb asking for change when they are certainly in no dire need of it,anger
i should hide my feelings so as not to make her unhappy,sad
i try to tell myself to shutttttupppp because its not like that but it still feels impolite of me to be there,anger
i say all this and i am excited but i also feel like a greedy little pig,anger
i turned on the ignition completely shocked that the tree fit and feeling rather smug,joy
i feel so incredibly beaten,sad
i do believe the issue wouldve been far worse if it wasnt there my own clothes wouldve been yet another thing to taunt another thing to make me feel awful about,sad
i look at him half ashamed and feeling yet half offended,anger
i recall adrian plass writing about wanting to go downstairs and play scrabble in the middle of the night to do something cosy because he was feeling scared of death,fear
i started to feel insulted,anger
i feel so very appreciative that we still have contact,joy
when i realized that i was far behind the others in the language course and i could no longer catch up with the others,anger
i came across a friend with whom i had lost touch for a long time,joy
i am feeling lots of grumpy things,anger
ive ever invented hail ember and flake are probably the three that are the most me so this story feels especially vulnerable,fear
i feel that if i say that i cant help with it im really saying im sorry,sad
i feel like to make it worthwhile it would take a two day trip minimum to maximize the available riding time,joy
i feel that i have to remind people that i am still exhausted because i am actually still recovering,sad
im actually glad that ive finally got some company it feels so weird around here without my boys,suprise
i have begun to feel more and more burdened down by the stories and realities of the girls and one boy at the shelter,sad
i would rather go without feeling stressed about money,sad
i felt better and i gave her a big hug before i went home because she made me feel special and i felt like i had someone to actually listen to me for once lt and when i went home i smiled again and felt good,joy
i feel i have a responsibility to save innocent people from the irresponsibility of the bums and trust fund babies that inhabit this area,joy
i remember feeling frightened but i am not sure of what,fear
i know how i feel about you now class delicious title share this on del,joy
i gained academically from my phonetics linguistics and art classes i dont think theyre what i feel passionate about,love
i have come away feeling very reassured and really looking forward to using photoshop tomorrow,joy
i comment on it is more a function of whether im feeling whiney or not,sad
i wake up feeling fine and well rested ready to handle just about anything,joy
i cant help but feel bitter and jealous he takes her out to eat to the movies gets her presents sometimes and he uses the excuse i only do that to get her out of the house if i didnt then she would never want to leave,anger
i thought i would post some of my photos from my week in london last year because i have been feeling rather nostalgic for the place lately,love
i feel she gave a wonderful performance,joy
i feel useless every single time i m at work,sad
i feel a bit lost in regards to my speed and pace since my crash,sad
i dont know if it is the idea i have so much to say that i feel discouraged to spend so much time here saying and somehow wasting my time or if it is that i just dont want records of what is going on,sad
i put some of that aside for just awhile to feel to curl up in bed with my beloved shihtzu and cry and pray and phone a friend,love
i can feel something so strong for others but to take it,joy
i admit to feeling a little alarmed when i looked outside around two oclock and noticed a guy crouched in the rocks next to my patio,fear
i feel inspired by so many cute crafts and delicious recipes then immediately after i feel ashamed and discouraged because i could never come up with so many uses for a mason jar,joy
i can no longer feel casual about it or feel no fear,joy
i feel that until i achieve these goals i will never find love i will never be content and i will never feel whole,joy
i feel vain putting it that way but its the truth,sad
i had intended to clean my room some more today but i think ill wait until evening or tomorrow when the arm feels less wimpy,fear
i feel shaky and weak inside,fear
i feel like my feets is still hurting class delicious title share this on del,joy
im not doing this because i feel that i want to be stubborn,anger
i have this secret suspension that the relief people feel when stepping out for a smoke doesnt have anything to do with the cigarette but more so the relief of escaping the obnoxious herd of people that are surrounding them,anger
i feel that im fairly intelligent and i possess quite a few useful skills,joy
i am an asian and years ago i used to feel offended when someone calls me fro china or japan,anger
i dont normally spend on something thats going to go down the drain after minutes but i had just gotten my tax refund back and was feeling rich,joy
i was really surprised by how much i like this moisturizer it smells really good and feels amazing on the skin,suprise
i was feeling anxious and irritated i should take some progesterone because more than likely i was lacking and could use that boost,fear
i keep my eye on the bank but if the clothes doesn t make me feel my super sexy prim and classic self it gets binned,joy
i was feeling excited about living in a big bustling city this stop was part of a pattern that proved i had created a new life in london,joy
i feel really lame now hahas,sad
i suddenly crumble and get immediate feelings of being disliked or bad,sad
i feel fine and i feel good im feeling like i never should whenever i get this way i just dont know what to say why cant we be ourselves like we were yesterday,joy
i was putting out to you slowly at first not feeling totally convinced of your gullibility i mean still in those days it was pretty irrational and unbelievable bull droppings img alt class alignright height src http t,joy
i know you read till here you feel innocent cos you never complain,joy
im fine is given whether i am feeling completely ecstatic or feeling down or anything in between,joy
im not real regretful but today im feeling extremely regretful about all kindsof things,sad
i know some of you do have this sympathetic feeling for your beloved chair but believe you me the chair we are talking about is one of the most desirable things among human beings throughout the history,love
i dont know if he ever cheated on me but it does looked like it cause he has known her for years and i appear in his life around that time and it makes me feel mad,anger
i feel quite honoured span style background color white color font family georgia times new roman serif font size px line height,joy
i feel a longing a longing like the longing of this venus on earth s eyes that an exotic middle name would have been more than sufficient,love
i feel heartbroken betrayed and worse still abandoned,sad
i feel being respected like that n thank q,joy
i was feeling pretty intimidated by this machine and all the bells and whistles i didnt really understand,fear
i woke up and my hair feels strange,fear
i would feel so ungrateful not to mention this wonderful event tonight,sad
i might feel intimidated walking around with my big camera but not so w,fear
i was feeling so indecisive and blah,fear
i feel rich as he continued to explain how amazing the cruise ship was,joy
i was meant to do and some some other times i feel even doubtful of myself,fear
i find it interesting that it says that anger will make children feel discouraged,sad
i feel very determined to leave this house,joy
i actually began this post with the st paragraph about a month ago and just didnt feel sure if it was ready,joy
i feel very relaxed when i am around with them i feel very warm and cozy,joy
i just stood there for a while not feeling the cold it was baltic and degrees and just closing my eyes and imagining playing again,anger
i know mother nature wants to deliver rain to her children in the bay area and i feel like i need some rain to get my own creative juices flowing again as well,joy
i have something to say on books admittedly i dont always and that leaves for a very small review or leaves me finishing a book that i just feel meh or disgusted with im going back to the very beginning of when i started reviewing when i first reviewed shiver because i had something to say,anger
i go with it is the hubby doesnt make me feel special,joy
i feel like facepalming myself because i ll eventually become what i hated,anger
i generally feel pretty content with my essays after editing and revising them but i have seen obvious reasons for why i should be second guessing my feelings of content,joy
im feeling very well in one of his responses and im not sure i can do it any better but here it goes,joy
i was feeling adventurous with todays batches i took a fruity botanical route with,joy
i remember feeling especially distressed when the baby bird climbs onto a construction crane and asks are you my mother,fear
i feel curious to read what you think about this one,suprise
i feel that as long as the person comments on their writing in a kind way and is truly trying to help the writer then people should not be offended about what the other person has to say,anger
i saw that i didn t feel frightened or goosebumps y at all,fear
i can dance at earls until am non stop and feel amazing haha,suprise
i feel so very un cute retail therapy can make all the difference in the world because id bet every mother to be gets tired of wearing her husbands shirts with sweat pants and just wants to feel new,joy
i feel really honoured to represent and be the face of tfs,joy
i am feeling the spirit to give and share to my loyal readers,love
i feel so profoundly contented at those moments s,joy
i honestly think hes feeling a little vulnerable because hes not in his comfort zone,fear
i took my friend from home then i would feel like she wouldnt know anyone and i know how shy she is around new people,fear
when i learned i was admitted to study what i wanted most floriculture this is a narrow specialization from the general one,joy
i want to do this i just feel so lost and alone sometimes,sad
i wonder if i m avoiding you because of who you are or is it because of what happened or is it because there are things about myself i feel uncertain about,fear
i feel like i could go on and on about what ive been loving this month but ill cut myself off at,love
i was wondering now that i m an older teenager is it possible to go about the day without feeling troubled or tempted by anything,sad
i notice a lump or feel pain in any part of my body i will somehow become fearful or scared,fear
i feel so petty for writing this,anger
i need to look to when im feeling needy,sad
i havent tried it but if youre feeling adventurous fresh tomato popover pie kristen byers c,joy
i woke up today feeling fine wondering if i can cancel i cant dreading talking to my therapist which is ridiculous,joy
i was late in realizing my feelings i ll be with you i ll only give you fond memories please don t ever leave me again even the shortest moments without you make me uneasy please stay by me,love
i feel very lively but half the time i feel very groggy and irritated,joy
i was wondering if you will focus on the problems because any way you are not care for themselves when complaining or feeling needy,sad
i can come to sharing it is i feel restless,fear
im feeling damaged today,sad
i feel smug as i brush aside the tramitadores and moneychangers,joy
i feel this place was tragic,sad
i feel so you know like surprised,suprise
im feeling totally stress free,joy
i have been holding on to these feelings being ever hopeful but not really expecting much,joy
i dont remember now why i wanted to maybe the idea of carrying that small black case around just made me feel important and musical,joy
i went in feeling embarrassed that my daughter had just invited herself into someones house im now chuckling as i write this,sad
i feel floyd will be too intelligent and win a decision in a very competitive fight,joy
i feel that supporting sfer is accepting the idea that public schools are under attack something like saying well we can t save em all but let s at least save a few,joy
ive been feeling more socially awkward than ever lately too,sad
i feel pretty unwelcome,sad
i have a problem with that since i feel kinda dirty every time i look at my loli fate figures,sad
ive been getting about it i feel so pressured u guys,fear
i feel so damaged through my passages and lost,sad
